QDate,Queue No,index,Svc,Counter,UserID,QTime,Start,End,WT,ST,Valid,Remark
2-Aug-19,1027,0,Ultrasound/ Review,Treatment Room 3,8888,8:11:27,9:37:11,9:39:53,86,2,Y,
2-Aug-19,1028,0,Ultrasound/ Review,Ultrasound Room 5,8888,8:19:29,9:02:20,9:08:44,43,6,Y,
2-Aug-19,1028,1,Ultrasound/ Review,Review Room 4,8888,9:08:44,9:38:39,9:43:56,30,5,Y,Transferred
2-Aug-19,1029,0,Ultrasound/ Review,Ultrasound Room 5,8888,8:20:13,9:10:05,9:13:22,50,3,Y,
2-Aug-19,1029,1,Ultrasound/ Review,Treatment Room 3,8888,9:13:22,9:39:53,9:42:07,26,3,Y,Transferred
2-Aug-19,1030,0,Ultrasound/ Review,Treatment Room 3,8888,8:20:32,9:47:43,9:52:33,87,5,Y,
2-Aug-19,1031,0,Ultrasound/ Review,Ultrasound Room 5,8888,8:21:58,9:14:25,9:18:35,53,4,Y,
2-Aug-19,1031,1,Ultrasound/ Review,Review Room 4,8888,9:18:35,9:43:56,9:48:51,25,5,Y,Transferred
2-Aug-19,1032,0,Ultrasound/ Review,Treatment Room 3,8888,8:24:02,9:52:33,9:54:47,88,2,Y,
2-Aug-19,1033,0,Ultrasound/ Review,Ultrasound Room 5,8888,8:28:54,9:19:48,9:25:53,51,6,Y,
2-Aug-19,1033,1,Ultrasound/ Review,Review Room 4,8888,9:25:53,9:49:01,9:58:05,24,9,Y,Transferred
2-Aug-19,1034,0,Ultrasound/ Review,Treatment Room 3,8888,8:30:16,9:42:07,9:42:30,72,0,Y,
2-Aug-19,1034,1,Ultrasound/ Review,Treatment Room 3,8888,9:42:30,9:42:30,9:47:43,0,5,Y,Transferred
2-Aug-19,1035,0,Ultrasound/ Review,Treatment Room 3,8888,8:31:20,10:02:15,10:08:17,91,6,Y,
2-Aug-19,1035,1,Ultrasound/ Review,Treatment Room 3,8888,10:08:17,10:08:17,10:12:29,0,4,Y,Transferred
2-Aug-19,1036,0,Ultrasound/ Review,,,8:46:40,8:46:40,8:46:40,0,0,N,
2-Aug-19,1037,0,Ultrasound/ Review,Ultrasound Room 5,8888,8:47:37,9:35:29,9:35:37,48,0,Y,
2-Aug-19,1037,1,Ultrasound/ Review,Ultrasound Room 5,8888,9:35:37,9:35:37,9:35:44,0,0,N,
2-Aug-19,1037,2,Ultrasound/ Review,Ultrasound Room 5,8888,9:35:44,9:35:44,9:36:22,0,1,Y,Transferred
2-Aug-19,1038,0,Ultrasound/ Review,Treatment Room 3,8888,8:48:17,10:12:29,10:15:31,84,3,Y,
2-Aug-19,1039,0,Ultrasound/ Review,Ultrasound Room 5,8888,8:49:07,9:27:51,9:32:01,38,5,Y,
2-Aug-19,1039,1,Ultrasound/ Review,Treatment Room 3,8888,9:32:01,9:55:39,10:02:15,23,7,Y,Transferred
2-Aug-19,1040,0,Ultrasound/ Review,Review Room 4,8888,8:49:27,9:58:05,9:58:27,69,0,Y,
2-Aug-19,1040,1,Ultrasound/ Review,Review Room 4,8888,9:58:27,9:58:27,10:02:07,0,4,Y,Transferred
2-Aug-19,1041,0,Ultrasound/ Review,Review Room 4,8888,8:55:40,10:02:07,10:03:56,67,1,Y,
2-Aug-19,1042,0,Ultrasound/ Review,Ultrasound Room 5,8888,9:10:49,9:36:50,9:43:29,26,7,Y,
2-Aug-19,1042,1,Ultrasound/ Review,Review Room 4,8888,9:43:29,10:08:46,10:10:23,25,2,Y,Transferred
2-Aug-19,1043,0,Ultrasound/ Review,Review Room 4,8888,9:14:16,10:11:02,10:11:24,57,0,Y,
2-Aug-19,1043,1,Ultrasound/ Review,Review Room 4,8888,10:11:24,10:11:24,10:12:44,0,1,Y,Transferred
2-Aug-19,1044,0,Ultrasound/ Review,Treatment Room 3,8888,9:21:42,10:15:31,10:20:33,54,5,Y,
2-Aug-19,1045,0,Ultrasound/ Review,Treatment Room 3,8888,9:35:55,10:20:33,10:21:25,45,1,Y,
2-Aug-19,1045,1,Ultrasound/ Review,Treatment Room 3,8888,10:21:25,10:21:25,10:22:58,0,1,Y,Transferred
2-Aug-19,1045,2,Ultrasound/ Review,Treatment Room 3,8888,10:22:58,10:22:58,10:30:13,0,8,Y,Transferred
2-Aug-19,1046,0,Ultrasound/ Review,,,9:37:28,9:37:28,9:37:28,0,0,N,
2-Aug-19,1047,0,Ultrasound/ Review,Ultrasound Room 5,8888,9:42:44,10:09:42,10:09:50,27,0,Y,
2-Aug-19,1047,1,Ultrasound/ Review,Ultrasound Room 5,8888,10:09:50,10:09:50,10:12:36,0,3,Y,Transferred
2-Aug-19,1047,2,Ultrasound/ Review,Treatment Room 3,8888,10:12:36,10:30:13,11:45:30,18,30,Y,Transferred
2-Aug-19,1048,0,Ultrasound/ Review,Review Room 4,8888,9:43:42,10:34:18,10:37:44,51,3,Y,
2-Aug-19,1049,0,Ultrasound/ Review,Ultrasound Room 5,8888,9:48:02,10:13:19,10:20:56,25,7,Y,
2-Aug-19,1049,1,Ultrasound/ Review,Review Room 4,8888,10:20:56,10:24:58,10:29:42,4,5,Y,Transferred
2-Aug-19,1050,0,Ultrasound/ Review,Review Room 4,8888,9:50:27,10:37:44,10:41:11,47,4,Y,
2-Aug-19,1051,0,Ultrasound/ Review,Ultrasound Room 5,8888,9:54:29,10:22:06,10:27:11,28,5,Y,
2-Aug-19,1051,1,Ultrasound/ Review,Review Room 4,8888,10:27:11,10:29:42,10:33:30,2,4,Y,Transferred
2-Aug-19,1052,0,Ultrasound/ Review,Review Room 4,8888,10:01:22,10:41:28,10:41:53,40,0,Y,
2-Aug-19,1053,0,Ultrasound/ Review,Ultrasound Room 5,8888,10:05:54,10:28:55,10:29:13,23,1,Y,
2-Aug-19,1053,1,Ultrasound/ Review,Ultrasound Room 5,8888,10:29:13,10:29:13,10:34:24,0,5,Y,Transferred
2-Aug-19,1053,2,Ultrasound/ Review,Review Room 4,8888,10:34:24,10:44:25,10:45:54,10,1,Y,Transferred
2-Aug-19,1054,0,Ultrasound/ Review,,,11:44:06,11:44:06,11:44:06,0,0,N,
2-Aug-19,4001,0,Ultrasound/ Review,,,7:57:17,7:57:17,7:57:17,0,0,N,
2-Aug-19,4001,1,Ultrasound/ Review,,,7:57:25,7:57:25,7:57:25,0,0,N,
3-Aug-19,1001,0,Ultrasound/ Review,Ultrasound Room 5,8888,7:24:10,7:55:56,8:02:43,31,7,Y,
3-Aug-19,1001,1,Ultrasound/ Review,Review Room 4,8888,8:02:43,8:33:27,8:38:32,31,5,Y,Transferred
3-Aug-19,1002,0,Ultrasound/ Review,Ultrasound Room 5,8888,7:24:40,8:03:38,8:06:27,39,3,Y,
3-Aug-19,1003,0,Ultrasound/ Review,Ultrasound Room 5,8888,7:25:37,8:09:01,8:14:42,44,5,Y,
3-Aug-19,1003,1,Ultrasound/ Review,Review Room 4,8888,8:14:42,8:38:32,8:43:46,24,5,Y,Transferred
3-Aug-19,1004,0,Ultrasound/ Review,Ultrasound Room 5,8888,7:31:27,8:14:48,8:19:38,43,5,Y,
3-Aug-19,1004,1,Ultrasound/ Review,Review Room 4,8888,8:19:38,8:43:46,8:55:33,24,12,Y,Transferred
3-Aug-19,1004,2,Ultrasound/ Review,Review Room 4,8888,9:07:36,9:07:36,9:11:24,0,4,Y,Transferred
3-Aug-19,1005,0,Ultrasound/ Review,Ultrasound Room 5,8888,7:32:14,8:19:56,8:24:07,47,5,Y,
3-Aug-19,1005,1,Ultrasound/ Review,Review Room 4,8888,8:24:07,8:55:33,8:57:59,31,2,Y,Transferred
3-Aug-19,1006,0,Ultrasound/ Review,Ultrasound Room 5,8888,7:33:17,8:24:11,8:29:49,51,5,Y,
3-Aug-19,1006,1,Ultrasound/ Review,Review Room 4,8888,8:29:49,8:57:59,9:02:13,28,5,Y,Transferred
3-Aug-19,1007,0,Ultrasound/ Review,Ultrasound Room 5,8888,7:40:50,8:29:51,8:33:45,49,4,Y,
3-Aug-19,1007,1,Ultrasound/ Review,Review Room 4,8888,8:33:45,9:02:13,9:07:36,29,5,Y,Transferred
3-Aug-19,1008,0,Ultrasound/ Review,Ultrasound Room 5,8888,7:47:47,8:33:48,8:38:23,46,5,Y,
3-Aug-19,1008,1,Ultrasound/ Review,Review Room 4,8888,8:38:23,9:11:24,9:14:46,33,3,Y,Transferred
3-Aug-19,1009,0,Ultrasound/ Review,Ultrasound Room 5,8888,8:00:15,8:38:27,8:44:17,38,6,Y,
3-Aug-19,1009,1,Ultrasound/ Review,Review Room 4,8888,8:44:17,9:14:46,9:19:31,30,5,Y,Transferred
3-Aug-19,1010,0,Ultrasound/ Review,Ultrasound Room 5,8888,8:05:19,8:44:37,8:44:51,39,0,Y,
3-Aug-19,1010,1,Ultrasound/ Review,Ultrasound Room 5,8888,8:44:51,8:44:51,8:52:14,0,8,Y,Transferred
3-Aug-19,1010,2,Ultrasound/ Review,Review Room 4,8888,8:52:14,9:19:31,9:22:40,27,3,Y,Transferred
3-Aug-19,1011,0,Ultrasound/ Review,Ultrasound Room 5,8888,8:08:27,8:52:56,8:54:31,44,2,Y,
3-Aug-19,1012,0,Ultrasound/ Review,Ultrasound Room 5,8888,8:10:46,8:54:43,9:00:35,44,6,Y,
3-Aug-19,1012,1,Ultrasound/ Review,Review Room 4,8888,9:00:35,9:24:22,9:25:45,24,1,Y,Transferred
3-Aug-19,1013,0,Ultrasound/ Review,Ultrasound Room 5,8888,8:11:23,9:00:52,9:02:53,49,2,Y,
3-Aug-19,1013,1,Ultrasound/ Review,Ultrasound Room 5,8888,9:02:53,9:02:53,9:02:57,0,0,N,
3-Aug-19,1014,0,Ultrasound/ Review,Ultrasound Room 5,8888,8:11:31,9:02:57,9:03:15,51,1,Y,
3-Aug-19,1014,1,Ultrasound/ Review,Ultrasound Room 5,8888,9:03:16,9:03:16,9:11:43,0,8,Y,Transferred
3-Aug-19,1014,2,Ultrasound/ Review,Review Room 4,8888,9:11:43,9:27:28,9:27:53,16,0,Y,Transferred
3-Aug-19,1014,3,Ultrasound/ Review,Review Room 4,8888,9:27:53,9:27:53,9:35:24,0,8,Y,
3-Aug-19,1015,0,Ultrasound/ Review,Ultrasound Room 5,8888,8:15:21,9:11:46,9:19:51,56,8,Y,
3-Aug-19,1015,1,Ultrasound/ Review,Review Room 4,8888,9:19:51,9:48:40,10:12:02,29,24,Y,Transferred
3-Aug-19,1016,0,Ultrasound/ Review,Ultrasound Room 5,8888,8:20:53,9:19:56,9:26:36,59,7,Y,
3-Aug-19,1016,1,Ultrasound/ Review,Review Room 4,8888,9:26:36,9:35:24,9:36:12,9,1,Y,Transferred
3-Aug-19,1016,2,Ultrasound/ Review,Review Room 4,8888,9:36:12,9:36:12,9:39:58,0,3,Y,Transferred
3-Aug-19,1017,0,Ultrasound/ Review,Ultrasound Room 5,8888,8:46:14,9:26:48,9:28:39,40,2,Y,
3-Aug-19,1017,1,Ultrasound/ Review,Ultrasound Room 5,8888,9:34:59,9:34:59,9:35:05,1,1,Y,Transferred
3-Aug-19,1017,2,Ultrasound/ Review,Ultrasound Room 5,8888,9:35:05,9:35:05,9:40:47,0,5,Y,Transferred
3-Aug-19,1018,0,Ultrasound/ Review,Ultrasound Room 5,8888,9:07:07,9:28:39,9:34:21,21,6,Y,
3-Aug-19,1019,0,Ultrasound/ Review,Ultrasound Room 5,8888,9:09:20,9:41:02,9:48:29,32,7,Y,
3-Aug-19,1019,1,Ultrasound/ Review,Review Room 4,8888,9:48:29,10:12:02,10:15:36,24,3,Y,Transferred
3-Aug-19,1020,0,Ultrasound/ Review,Ultrasound Room 5,8888,9:48:31,9:50:42,10:02:37,2,12,Y,
5-Aug-19,1001,0,Ultrasound/ Review,Ultrasound Room 5,8888,7:13:59,7:54:58,7:59:57,41,5,Y,
5-Aug-19,1001,1,Ultrasound/ Review,Treatment Room 3,8888,7:59:57,8:45:59,8:47:49,46,2,Y,Transferred
5-Aug-19,1002,0,Ultrasound/ Review,Review Room 4,8888,7:14:06,8:38:10,8:47:26,84,9,Y,
5-Aug-19,1003,0,Ultrasound/ Review,Treatment Room 3,8888,7:22:25,8:47:49,8:48:47,85,1,Y,
5-Aug-19,1003,1,Ultrasound/ Review,Treatment Room 3,8888,8:48:47,8:48:47,8:52:01,0,4,Y,Transferred
5-Aug-19,1004,0,Ultrasound/ Review,Treatment Room 3,8888,7:28:42,8:52:01,8:53:50,84,1,Y,
5-Aug-19,1005,0,Ultrasound/ Review,Ultrasound Room 5,8888,7:29:05,10:02:43,10:03:12,153,1,Y,
5-Aug-19,1006,0,Ultrasound/ Review,Ultrasound Room 5,8888,7:29:22,8:00:59,8:01:07,31,1,Y,
5-Aug-19,1006,1,Ultrasound/ Review,Ultrasound Room 5,8888,8:01:07,8:01:07,8:06:47,0,5,Y,Transferred
5-Aug-19,1006,2,Ultrasound/ Review,Treatment Room 3,8888,8:06:47,8:53:50,9:00:57,47,7,Y,Transferred
5-Aug-19,1007,0,Ultrasound/ Review,Review Room 4,8888,7:38:45,8:47:26,8:47:56,69,0,Y,
5-Aug-19,1007,1,Ultrasound/ Review,Review Room 4,8888,8:47:56,8:47:56,8:54:15,0,7,Y,Transferred
5-Aug-19,1008,0,Ultrasound/ Review,Ultrasound Room 5,8888,7:39:03,8:07:59,8:16:41,28,9,Y,
5-Aug-19,1008,1,Ultrasound/ Review,Review Room 4,8888,8:16:41,8:54:15,8:57:26,38,3,Y,Transferred
5-Aug-19,1009,0,Ultrasound/ Review,,,7:44:02,7:44:02,7:44:02,0,0,N,
5-Aug-19,1010,0,Ultrasound/ Review,Treatment Room 3,8888,7:46:17,9:01:30,9:06:23,75,5,Y,
5-Aug-19,1011,0,Ultrasound/ Review,Treatment Room 3,8888,7:46:34,9:06:23,9:08:35,80,2,Y,
5-Aug-19,1012,0,Ultrasound/ Review,Ultrasound Room 5,8888,7:48:00,8:17:41,8:24:03,29,7,Y,
5-Aug-19,1012,1,Ultrasound/ Review,Review Room 4,8888,8:24:03,8:57:26,8:59:05,33,2,Y,Transferred
5-Aug-19,1013,0,Ultrasound/ Review,Treatment Room 3,8888,7:49:43,9:09:58,9:11:51,80,2,Y,
5-Aug-19,1014,0,Ultrasound/ Review,Treatment Room 3,8888,7:52:35,9:11:51,9:13:33,79,2,Y,
5-Aug-19,1015,0,Ultrasound/ Review,,,7:56:19,7:56:19,7:56:19,0,0,N,
5-Aug-19,1016,0,Ultrasound/ Review,,,7:56:53,7:56:53,7:56:53,0,0,N,
5-Aug-19,1017,0,Ultrasound/ Review,Ultrasound Room 5,8888,7:57:08,8:27:21,8:32:41,30,5,Y,
5-Aug-19,1017,1,Ultrasound/ Review,Review Room 4,8888,8:32:41,8:59:35,9:02:27,27,3,Y,Transferred
5-Aug-19,1018,0,Ultrasound/ Review,,,7:58:58,7:58:58,7:58:58,0,0,N,
5-Aug-19,1019,0,Ultrasound/ Review,Treatment Room 3,8888,7:59:16,9:16:58,9:19:51,77,3,Y,
5-Aug-19,1020,0,Ultrasound/ Review,Ultrasound Room 5,8888,8:04:06,8:34:58,8:42:07,30,8,Y,
5-Aug-19,1020,1,Ultrasound/ Review,Review Room 4,8888,8:42:07,9:02:27,9:07:26,20,5,Y,Transferred
5-Aug-19,1021,0,Ultrasound/ Review,Treatment Room 3,8888,8:06:35,9:19:51,9:23:18,73,4,Y,
5-Aug-19,1022,0,Ultrasound/ Review,Ultrasound Room 5,8888,8:09:14,8:44:47,8:44:59,35,0,Y,
5-Aug-19,1022,1,Ultrasound/ Review,Ultrasound Room 5,8888,8:44:59,8:44:59,8:48:53,0,4,Y,Transferred
5-Aug-19,1022,2,Ultrasound/ Review,Treatment Room 3,8888,8:48:53,9:24:42,9:27:46,36,3,Y,Transferred
5-Aug-19,1023,0,Ultrasound/ Review,Review Room 4,8888,8:10:52,9:07:26,9:09:30,57,2,Y,
5-Aug-19,1024,0,Ultrasound/ Review,Review Room 4,8888,8:11:05,9:34:41,9:37:56,83,3,Y,
5-Aug-19,1025,0,Ultrasound/ Review,Ultrasound Room 5,8888,8:14:11,8:50:13,8:59:50,36,9,Y,
5-Aug-19,1025,1,Ultrasound/ Review,Treatment Room 3,8888,9:13:01,9:28:00,9:28:12,15,0,Y,Transferred
5-Aug-19,1025,2,Ultrasound/ Review,Treatment Room 3,8888,9:28:12,9:28:12,9:31:25,0,3,Y,Transferred
5-Aug-19,1026,0,Ultrasound/ Review,Review Room 4,8888,8:15:53,9:37:56,9:42:57,82,5,Y,
5-Aug-19,1027,0,Ultrasound/ Review,Review Room 4,8888,8:16:03,9:11:21,9:34:41,55,23,Y,
5-Aug-19,1028,0,Ultrasound/ Review,Review Room 4,8888,8:16:52,9:42:57,9:46:20,86,4,Y,
5-Aug-19,1029,0,Ultrasound/ Review,Ultrasound Room 5,8888,8:17:38,8:59:50,9:04:22,42,5,Y,
5-Aug-19,1029,1,Ultrasound/ Review,Ultrasound Room 5,8888,9:04:22,9:23:18,9:28:53,19,5,Y,Transferred
5-Aug-19,1030,0,Ultrasound/ Review,Review Room 4,8888,8:22:30,9:09:30,9:11:21,47,2,Y,
5-Aug-19,1031,0,Ultrasound/ Review,,,8:23:23,9:28:53,9:28:53,65,0,Y,
5-Aug-19,1031,1,Ultrasound/ Review,Review Room 4,8888,9:28:53,9:46:20,9:50:09,18,4,Y,Transferred
5-Aug-19,1032,0,Ultrasound/ Review,Treatment Room 3,8888,8:30:09,9:33:21,9:37:32,63,4,Y,
